MCQ,500,86,3,0,0,C++,413,87,0,2
MCQ,1458,61,2,0,0,C++,1258,200,0,4
MCQ,65874,91,0,0,0,C++,32985,32889,0,2
MCQ,85,112,0,0,0,C,77,8,0,2
MCQ,65,115,4,0,0,JAVA,31,34,0,2
MCQ,7859,84,3,0,0,JAVA,5890,1969,0,4
MCQ,124589,89,1,0,0,JAVA,107859,16730,0,4
MCQ,6548,75,1,0,0,C,5890,658,0,4
MCQ,7589,90,1,0,0,C++,4859,2730,0,2
MCQ,1259,116,3,0,0,C++,1126,133,0,4
MCQ,3258,84,2,0,0,C,2985,273,0,4
MCQ,4785,111,3,0,0,JAVA,4125,660,0,6
MCQ,78532,82,0,0,0,JAVA,75896,2636,0,4
MCQ,123,118,1,0,0,C,62,61,0,6
MCQ,354,72,4,0,0,C,212,142,0,6
MCQ,4856,70,0,0,0,C++,2589,2267,0,2
MCQ,7852,95,0,0,0,C,3569,4283,0,4
MCQ,954,70,2,0,0,C++,421,533,0,4
MCQ,10023,73,5,0,0,C++,5124,4899,0,2
MCQ,20001,71,1,0,0,C++,10254,9747,0,4
MCQ,7589,91,5,0,0,C++,4896,2693,0,4
MCQ,47596,87,4,0,0,C++,29856,17740,0,6
MCQ,100000005,85,2,0,0,JAVA,85647851,14352154,0,6
MCQ,587452136,61,2,0,0,JAVA,489751257,97700879,0,6
MCQ,874259,69,0,0,0,C,56985,817274,0,4
MCQ,1485,73,2,0,0,C,985,500,0,6
MCQ,3541,107,0,0,0,C++,3124,417,0,6
MCQ,4759,90,0,0,0,C,3995,764,0,4
MCQ,6589,120,2,0,0,C,5576,1013,0,6
MCQ,908756,112,3,0,0,JAVA,795649,113107,0,2
MCQ,9857412,94,2,0,0,C,7965489,1891923,0,6
MCQ,6589,90,3,0,0,C,4089,2500,0,6
MCQ,3257,117,0,0,0,C,1985,1272,0,6
MCQ,156,80,5,0,0,JAVA,136,20,0,4
MCQ,32748,63,0,0,0,JAVA,25899,6849,0,4
MCQ,15896,114,0,0,0,C,9985,5911,0,6
MCQ,47596,90,5,0,0,C++,44589,3007,0,4
MCQ,1247859,115,2,0,0,JAVA,658421,589438,0,4
MCQ,3547512,106,3,0,0,C,2965417,582095,0,6
MCQ,8754,102,0,0,0,C,6241,2513,0,6
MCQ,369874,94,0,0,0,JAVA,195871,174003,0,6
MCQ,14752,112,1,0,0,JAVA,8596,6156,0,2
MCQ,32471,78,5,0,0,C++,28564,3907,0,6
MCQ,95874,82,0,0,0,JAVA,85214,10660,0,4
MCQ,4123,115,5,0,0,C,2123,2000,0,6
MCQ,512,115,5,0,0,C,298,214,0,4
MCQ,99,76,2,0,0,JAVA,52,47,0,4
MCQ,1475,62,1,0,0,JAVA,856,619,0,6
MCQ,6541,63,3,0,0,C++,2589,3952,0,2
MCQ,800,106,3,0,0,JAVA,600,200,0,2
MCQ,10000,103,1,0,0,JAVA,7500,2500,0,6
MCQ,300,83,2,0,0,C,225,75,0,2
MCQ,5000,63,5,0,0,JAVA,3750,1250,0,6
MCQ,789076,74,5,0,0,C,591807,197269,0,6
MCQ,98765,69,3,0,0,JAVA,74073.75,24691.25,0,4
MCQ,56789,97,3,0,0,JAVA,42591.75,14197.25,0,2
MCQ,4321,72,2,0,0,C++,3240.75,1080.25,0,4
MCQ,876544,107,5,0,0,JAVA,657408,219136,0,6
MCQ,76543,99,5,0,0,C,57407.25,19135.75,0,4
MCQ,123456,65,2,0,0,C++,92592,30864,0,4
MCQ,987654,107,3,0,0,C,740740.5,246913.5,0,6
MCQ,34525,116,2,0,0,C,25893.75,8631.25,0,2
MCQ,246890,98,0,0,0,JAVA,185167.5,61722.5,0,4
MCQ,600,115,0,0,0,JAVA,450,150,0,4
MCQ,162534,65,0,0,0,C,121900.5,40633.5,0,4
MCQ,7865432,68,2,0,0,JAVA,5899074,1966358,0,2
MCQ,1000000,72,3,0,0,C,750000,250000,0,4
MCQ,4000000,104,4,0,0,C,3000000,1000000,0,6
MCQ,987000,86,5,0,0,C++,740250,246750,0,6
MCQ,543200,79,5,0,0,C++,407400,135800,0,6
MCQ,87965430,61,2,0,0,C++,65974072.5,21991357.5,0,2
MCQ,678543200,89,4,0,0,C++,508907400,169635800,0,2
MCQ,76543,93,2,0,0,C++,57407.25,19135.75,0,4
MCQ,123456,74,2,0,0,C,92592,30864,0,2
MCQ,987654,82,4,0,0,JAVA,740740.5,246913.5,0,4
MCQ,34525,75,1,0,0,C,25893.75,8631.25,0,2
MCQ,246890,63,0,0,0,JAVA,185167.5,61722.5,0,2
MCQ,600,78,5,0,0,C++,450,150,0,6
MCQ,162534,62,1,0,0,JAVA,121900.5,40633.5,0,4
MCQ,7865432,85,2,0,0,C,5899074,1966358,0,2
MCQ,800,119,5,0,0,C++,600,200,0,2
MCQ,10000,78,2,0,0,JAVA,7500,2500,0,6
MCQ,300,94,0,0,0,JAVA,225,75,0,2
MCQ,5000,104,4,0,0,C,3750,1250,0,6
MCQ,789076,112,4,0,0,C++,591807,197269,0,4
MCQ,98765,60,5,0,0,C,74073.75,24691.25,0,2
MCQ,56789,76,0,0,0,C,42591.75,14197.25,0,4
MCQ,4321,102,0,0,0,C++,3240.75,1080.25,0,4
MCQ,876544,103,1,0,0,C++,657408,219136,0,4
MCQ,76543,119,3,0,0,JAVA,57407.25,19135.75,0,6
MCQ,123456,73,0,0,0,C,92592,30864,0,4
MCQ,987654,105,2,0,0,JAVA,740740.5,246913.5,0,4
MCQ,34525,92,5,0,0,JAVA,25893.75,8631.25,0,6
MCQ,546789,83,1,0,0,C,410091.75,136697.25,0,4
MCQ,34568900,114,3,0,0,JAVA,25926675,8642225,0,2
MCQ,30034000,97,2,0,0,JAVA,22525500,7508500,0,2
MCQ,600700900,62,4,0,0,C,450525675,150175225,0,4
MCQ,546009876,116,3,0,0,C,409507407,136502469,0,6
MCQ,34568900,101,1,0,0,JAVA,25926675,8642225,0,2
MCQ,9876543,85,1,0,0,C++,7407407.25,2469135.75,0,2
MCQ,56430000,86,3,0,0,C++,42322500,14107500,0,2
MCQ,8760000,61,2,0,0,C++,6570000,2190000,0,4
MCQ,548902390,91,0,0,0,C++,411676792.5,137225597.5,0,2
MCQ,789076,112,0,0,0,C,591807,197269,0,2
MCQ,98765,115,4,0,0,JAVA,74073.75,24691.25,0,2
MCQ,56789,84,3,0,0,JAVA,42591.75,14197.25,0,4
MCQ,4321,89,1,0,0,JAVA,3240.75,1080.25,0,4
MCQ,876544,75,1,0,0,C,657408,219136,0,4
MCQ,76543,90,1,0,0,C++,57407.25,19135.75,0,2
MCQ,123456,116,3,0,0,C++,92592,30864,0,4
MCQ,987654,84,2,0,0,C,740740.5,246913.5,0,4
MCQ,34525,111,3,0,0,JAVA,25893.75,8631.25,0,6
MCQ,246890,82,0,0,0,JAVA,185167.5,61722.5,0,4
MCQ,600,118,1,0,0,C,450,150,0,6
MCQ,4321,72,4,0,0,C,3240.75,1080.25,0,6
MCQ,876544,70,0,0,0,C++,657408,219136,0,2
MCQ,76543,95,0,0,0,C,57407.25,19135.75,0,4
MCQ,123456,70,2,0,0,C++,92592,30864,0,4
MCQ,987654,73,5,0,0,C++,740740.5,246913.5,0,2
MCQ,34525,71,1,0,0,C++,25893.75,8631.25,0,4
MCQ,546789,91,5,0,0,C++,410091.75,136697.25,0,4
MCQ,34568900,87,4,0,0,C++,25926675,8642225,0,6
MCQ,30034000,85,2,0,0,JAVA,22525500,7508500,0,6
MCQ,600700900,61,2,0,0,JAVA,450525675,150175225,0,6
MCQ,789076,69,0,0,0,C,591807,197269,0,4
MCQ,98765,73,2,0,0,C,74073.75,24691.25,0,6
MCQ,56789,107,0,0,0,C++,42591.75,14197.25,0,6
MCQ,4321,90,0,0,0,C,3240.75,1080.25,0,4
MCQ,876544,120,2,0,0,C,657408,219136,0,6
MCQ,76543,112,3,0,0,JAVA,57407.25,19135.75,0,2
MCQ,123456,94,2,0,0,C,92592,30864,0,6
MCQ,987654,90,3,0,0,C,740740.5,246913.5,0,6
MCQ,34525,117,0,0,0,C,25893.75,8631.25,0,6
MCQ,246890,80,5,0,0,JAVA,185167.5,61722.5,0,4
MCQ,600,63,0,0,0,JAVA,450,150,0,4
MCQ,162534,114,0,0,0,C,121900.5,40633.5,0,6
MCQ,7865432,90,5,0,0,C++,5899074,1966358,0,4
MCQ,591241,115,2,0,0,JAVA,443430.75,147810.25,0,4
MCQ,290912,106,3,0,0,C,218184,72728,0,6
MCQ,740947,102,0,0,0,C,555710.25,185236.75,0,6
MCQ,719150,94,0,0,0,JAVA,539362.5,179787.5,0,6
MCQ,179025,112,1,0,0,JAVA,134268.75,44756.25,0,2
MCQ,312639,78,5,0,0,C++,234479.25,78159.75,0,6
MCQ,609422,82,0,0,0,JAVA,457066.5,152355.5,0,4
MCQ,233398,115,5,0,0,C,175048.5,58349.5,0,6
MCQ,199328,115,5,0,0,C,149496,49832,0,4
MCQ,598318,76,2,0,0,JAVA,448738.5,149579.5,0,4
MCQ,210544,62,1,0,0,JAVA,157908,52636,0,6
MCQ,240348,63,3,0,0,C++,180261,60087,0,2
MCQ,145203,106,3,0,0,JAVA,108902.25,36300.75,0,2
MCQ,594344,103,1,0,0,JAVA,445758,148586,0,6
MCQ,35150,83,2,0,0,C,26362.5,8787.5,0,2
MCQ,527101,63,5,0,0,JAVA,395325.75,131775.25,0,6
MCQ,218776,74,5,0,0,C,164082,54694,0,6
MCQ,617915,69,3,0,0,JAVA,463436.25,154478.75,0,4
MCQ,678662,97,3,0,0,JAVA,508996.5,169665.5,0,2
MCQ,64343681,72,2,0,0,C++,48257760.75,16085920.25,0,4
MCQ,69775956,107,5,0,0,JAVA,52331967,17443989,0,6
MCQ,28551917,99,5,0,0,C,21413937.75,7137979.25,0,4
MCQ,17064683,65,2,0,0,C++,12798512.25,4266170.75,0,4
MCQ,74839228,107,3,0,0,C,56129421,18709807,0,6
MCQ,19444084,116,2,0,0,C,14583063,4861021,0,2
MCQ,55093639,98,0,0,0,JAVA,41320229.25,13773409.75,0,4
MCQ,43669385,115,0,0,0,JAVA,32752038.75,10917346.25,0,4
MCQ,21808373,65,0,0,0,C,16356279.75,5452093.25,0,4
MCQ,10214675,68,2,0,0,JAVA,7661006.25,2553668.75,0,2
MCQ,9261640,72,3,0,0,C,6946230,2315410,0,4
MCQ,687313,104,4,0,0,C,515484.75,171828.25,0,6
MCQ,74841795,86,5,0,0,C++,56131346.25,18710448.75,0,6
MCQ,68469099,79,5,0,0,C++,51351824.25,17117274.75,0,6
MCQ,34891121,61,2,0,0,C++,26168340.75,8722780.25,0,2
MCQ,30849396,89,4,0,0,C++,23137047,7712349,0,2
MCQ,27008895,93,2,0,0,C++,20256671.25,6752223.75,0,4
MCQ,82985888,74,2,0,0,C,62239416,20746472,0,2
MCQ,37724455,82,4,0,0,JAVA,28293341.25,9431113.75,0,4
MCQ,29620281,75,1,0,0,C,22215210.75,7405070.25,0,2
MCQ,14046286,63,0,0,0,JAVA,10534714.5,3511571.5,0,2
MCQ,59551415,78,5,0,0,C++,44663561.25,14887853.75,0,6
MCQ,49755142,62,1,0,0,JAVA,37316356.5,12438785.5,0,4
MCQ,87904787,85,2,0,0,C,65928590.25,21976196.75,0,2
MCQ,27537485,119,5,0,0,C++,20653113.75,6884371.25,0,2
MCQ,31146374,78,2,0,0,JAVA,23359780.5,7786593.5,0,6
MCQ,30065597,94,0,0,0,JAVA,22549197.75,7516399.25,0,2
MCQ,18065606,104,4,0,0,C,13549204.5,4516401.5,0,6
MCQ,46698812,112,4,0,0,C++,35024109,11674703,0,4
MCQ,76050508,60,5,0,0,C,57037881,19012627,0,2
MCQ,53001169,76,0,0,0,C,39750876.75,13250292.25,0,4
MCQ,62933610,102,0,0,0,C++,47200207.5,15733402.5,0,4
MCQ,67389698,103,1,0,0,C++,50542273.5,16847424.5,0,4
MCQ,72617865,119,3,0,0,JAVA,54463398.75,18154466.25,0,6
MCQ,76678018,73,0,0,0,C,57508513.5,19169504.5,0,4
MCQ,79800315,105,2,0,0,JAVA,59850236.25,19950078.75,0,4
MCQ,22067186,92,5,0,0,JAVA,16550389.5,5516796.5,0,6
MCQ,87225869,83,1,0,0,C,65419401.75,21806467.25,0,4
MCQ,55698190,114,3,0,0,JAVA,41773642.5,13924547.5,0,2
MCQ,71878944,97,2,0,0,JAVA,53909208,17969736,0,2
MCQ,34411516,62,4,0,0,C,25808637,8602879,0,4
MCQ,3904617,116,3,0,0,C,2928462.75,976154.25,0,6
MCQ,100,101,1,0,0,JAVA,50,50,0,2
MCQ,100,85,1,0,0,C++,20,80,0,2
MCQ,100,86,3,0,0,C++,50,50,0,2
MCQ,100,61,2,0,0,C++,40,60,0,4
MCQ,100,91,0,0,0,C++,90,10,0,2
MCQ,100,112,0,0,0,C,90,10,0,2
MCQ,100,115,4,0,0,JAVA,90,10,0,2
MCQ,100,84,3,0,0,JAVA,75,25,0,4
MCQ,85269069,89,1,0,0,JAVA,63951801.75,21317267.25,0,4
MCQ,23899633,75,1,0,0,C,17924724.75,5974908.25,0,4
MCQ,57996596,90,1,0,0,C++,43497447,14499149,0,2
MCQ,4640936,116,3,0,0,C++,3480702,1160234,0,4
MCQ,38114423,84,2,0,0,C,28585817.25,9528605.75,0,4
MCQ,41576612,111,3,0,0,JAVA,31182459,10394153,0,6
MCQ,16627379,82,0,0,0,JAVA,12470534.25,4156844.75,0,4
MCQ,490946,118,1,0,0,C,368209.5,122736.5,0,6
MCQ,11638176,72,4,0,0,C,8728632,2909544,0,6
MCQ,57614580,70,0,0,0,C++,43210935,14403645,0,2
MCQ,324790,95,0,0,0,C,243592.5,81197.5,0,4
MCQ,66463241,70,2,0,0,C++,49847430.75,16615810.25,0,4
MCQ,1647234,73,5,0,0,C++,1235425.5,411808.5,0,2
MCQ,62853090,71,1,0,0,C++,47139817.5,15713272.5,0,4
MCQ,39829886,91,5,0,0,C++,29872414.5,9957471.5,0,4
MCQ,25272402,87,4,0,0,C++,18954301.5,6318100.5,0,6
MCQ,68853298,85,2,0,0,JAVA,51639973.5,17213324.5,0,6
MCQ,55508969,61,2,0,0,JAVA,41631726.75,13877242.25,0,6
MCQ,48117478,69,0,0,0,C,36088108.5,12029369.5,0,4
MCQ,81217763,73,2,0,0,C,60913322.25,20304440.75,0,6
MCQ,53131354,107,0,0,0,C++,39848515.5,13282838.5,0,6
MCQ,88584528,90,0,0,0,C,66438396,22146132,0,4
MCQ,22632465,120,2,0,0,C,16974348.75,5658116.25,0,6
MCQ,60517890,112,3,0,0,JAVA,45388417.5,15129472.5,0,2
MCQ,56089988,94,2,0,0,C,42067491,14022497,0,6
MCQ,29003708,90,3,0,0,C,21752781,7250927,0,6
MCQ,15354806,117,0,0,0,C,11516104.5,3838701.5,0,6
MCQ,75602202,80,5,0,0,JAVA,56701651.5,18900550.5,0,4
MCQ,41264640,63,0,0,0,JAVA,30948480,10316160,0,4
MCQ,67317852,114,0,0,0,C,50488389,16829463,0,6
MCQ,88054627,90,5,0,0,C++,66040970.25,22013656.75,0,4
MCQ,4104524,115,2,0,0,JAVA,3078393,1026131,0,4
MCQ,31359843,106,3,0,0,C,23519882.25,7839960.75,0,6
MCQ,3254464,102,0,0,0,C,2440848,813616,0,6
MCQ,80635469,94,0,0,0,JAVA,60476601.75,20158867.25,0,6
MCQ,5183048,112,1,0,0,JAVA,3887286,1295762,0,2
MCQ,54226691,78,5,0,0,C++,40670018.25,13556672.75,0,6
MCQ,76352018,82,0,0,0,JAVA,57264013.5,19088004.5,0,4
MCQ,25115939,115,5,0,0,C,18836954.25,6278984.75,0,6
MCQ,26898082,115,5,0,0,C,20173561.5,6724520.5,0,4
MCQ,17343948,76,2,0,0,JAVA,13007961,4335987,0,4
MCQ,75083300,62,1,0,0,JAVA,56312475,18770825,0,6
MCQ,6239100,63,3,0,0,C++,4679325,1559775,0,2
MCQ,37202804,106,3,0,0,JAVA,27902103,9300701,0,2
MCQ,44539016,103,1,0,0,JAVA,33404262,11134754,0,6
MCQ,41158681,83,2,0,0,C,30869010.75,10289670.25,0,2
MCQ,57847856,63,5,0,0,JAVA,43385892,14461964,0,6
MCQ,9503900,74,5,0,0,C,7127925,2375975,0,6
MCQ,16014314,69,3,0,0,JAVA,12010735.5,4003578.5,0,4
MCQ,78429280,97,3,0,0,JAVA,58821960,19607320,0,2
MCQ,82502413,72,2,0,0,C++,61876809.75,20625603.25,0,4
MCQ,39211571,107,5,0,0,JAVA,29408678.25,9802892.75,0,6
MCQ,81279439,99,5,0,0,C,60959579.25,20319859.75,0,4
MCQ,85114064,65,2,0,0,C++,63835548,21278516,0,4
MCQ,9151180,107,3,0,0,C,6863385,2287795,0,6
MCQ,73217375,116,2,0,0,C,54913031.25,18304343.75,0,2
MCQ,5334009,98,0,0,0,JAVA,4000506.75,1333502.25,0,4
MCQ,76492078,115,0,0,0,JAVA,57369058.5,19123019.5,0,4
MCQ,51173958,65,0,0,0,C,38380468.5,12793489.5,0,4
MCQ,42542573,68,2,0,0,JAVA,31906929.75,10635643.25,0,2
MCQ,54697047,72,3,0,0,C,41022785.25,13674261.75,0,4
MCQ,44637073,104,4,0,0,C,33477804.75,11159268.25,0,6
MCQ,1592259,86,5,0,0,C++,1194194.25,398064.75,0,6
MCQ,19234435,79,5,0,0,C++,14425826.25,4808608.75,0,6
MCQ,27366076,61,2,0,0,C++,20524557,6841519,0,2
MCQ,29122281,89,4,0,0,C++,21841710.75,7280570.25,0,2
MCQ,45944566,93,2,0,0,C++,34458424.5,11486141.5,0,4
MCQ,51036105,74,2,0,0,C,38277078.75,12759026.25,0,2
MCQ,22906588,82,4,0,0,JAVA,17179941,5726647,0,4
MCQ,73769762,75,1,0,0,C,55327321.5,18442440.5,0,2
MCQ,12790066,63,0,0,0,JAVA,9592549.5,3197516.5,0,2
MCQ,39369041,78,5,0,0,C++,29526780.75,9842260.25,0,6
MCQ,81274566,62,1,0,0,JAVA,60955924.5,20318641.5,0,4
MCQ,43335932,85,2,0,0,C,32501949,10833983,0,2
MCQ,4197532,119,5,0,0,C++,3148149,1049383,0,2
MCQ,891742,78,2,0,0,JAVA,668806.5,222935.5,0,6
MCQ,48513969,94,0,0,0,JAVA,36385476.75,12128492.25,0,2
MCQ,66437071,104,4,0,0,C,49827803.25,16609267.75,0,6
MCQ,28743813,112,4,0,0,C++,21557859.75,7185953.25,0,4
MCQ,11326919,60,5,0,0,C,8495189.25,2831729.75,0,2
MCQ,71339210,76,0,0,0,C,53504407.5,17834802.5,0,4
MCQ,7654421,102,0,0,0,C++,5740815.75,1913605.25,0,4
MCQ,22910243,103,1,0,0,C++,17182682.25,5727560.75,0,4
MCQ,88735774,119,3,0,0,JAVA,66551830.5,22183943.5,0,6
MCQ,30185652,73,0,0,0,C,22639239,7546413,0,4
MCQ,67494162,105,2,0,0,JAVA,50620621.5,16873540.5,0,4
MCQ,83229487,92,5,0,0,JAVA,62422115.25,20807371.75,0,6
MCQ,84207107,83,1,0,0,C,63155330.25,21051776.75,0,4
MCQ,32044941,114,3,0,0,JAVA,24033705.75,8011235.25,0,2
MCQ,8436354,97,2,0,0,JAVA,6327265.5,2109088.5,0,2
MCQ,59946270,62,4,0,0,C,44959702.5,14986567.5,0,4
MCQ,386089,116,3,0,0,C,289566.75,96522.25,0,6
MCQ,76164099,101,1,0,0,JAVA,57123074.25,19041024.75,0,2
MCQ,6587374,85,1,0,0,C++,4940530.5,1646843.5,0,2
MCQ,86200690,86,3,0,0,C++,64650517.5,21550172.5,0,2
MCQ,24312025,61,2,0,0,C++,18234018.75,6078006.25,0,4
MCQ,39287370,91,0,0,0,C++,29465527.5,9821842.5,0,2
MCQ,82201604,112,0,0,0,C,61651203,20550401,0,2
MCQ,84036263,115,4,0,0,JAVA,63027197.25,21009065.75,0,2
